0,9.746408024691354,15.294525308641969
0,14.78498913043478,10.019292391304344
0,3.723251108433734,4.875813855421689
1,9.63435435897436,15.294778846153848
1,14.701128342245987,10.066279679144387
1,3.612747532544378,4.963746757396448
2,9.652160759493675,15.365689873417717
2,14.74241711229946,10.043401604278072
2,3.7419884275449107,4.9448951676646695
3,9.864467484662583,15.214785276073624
3,14.833641758241761,9.924168131868132
3,3.7870468922155673,4.95211073053892
4,15.065417032967025,9.90221758241758
4,9.897795151515151,15.164750909090909
4,4.083621024242423,4.89548515151515
5,15.44435031847134,10.134694267515924
5,9.92120642857143,15.319600000000005
5,4.517596347552447,5.00902476223776
