0,	12.863508750000003,11.57185875
0,	4.296629736842105,5.802371052631579
0,	4.9570300000000005,-1.966544
1,	12.984539999999999,11.586914999999996
1,	4.274162600000001,5.9493425
1,	3.5151587499999994,-1.983435
10,	12.642049411764704,12.326087058823527
10,	3.697588952380952,7.627266666666666
10,	4.378310077272728,2.7942250000000004
11,	15.050311111111101,10.074102222222225
11,	9.690273809523807,14.8442380952381
11,	3.643490975609755,4.962454390243902
12,	12.641294186046508,12.46413604651163
12,	4.0410260000000005,7.03181923076923
12,	3.6570631250000005,2.26273125
13,	15.03211111111111,10.09132222222222
13,	9.641513636363635,14.955725000000001
13,	3.704990974358974,4.821945641025643
14,	12.689964705882355,12.645107058823532
14,	3.946152105263158,8.247047368421052
14,	3.8665020833333323,3.337912083333333
15,	12.549570588235293,12.796248235294119
15,	6.109004347826088,5.471908695652173
15,	1.5132335,5.47535
16,	12.552991860465115,12.891556976744189
16,	6.430438095238096,4.801033333333333
16,	1.50235,5.959776190476189
17,	12.48941395348837,12.978396511627905
17,	5.494950000000001,5.0123035714285695
17,	0.3274835714285715,6.392249999999999
18,	12.616503488372093,13.006181395348845
18,	5.075806428571427,6.554728571428571
18,	1.5038106428571427,4.004442857142857
19,	12.502532183908043,13.131859770114945
19,	4.870115666666666,6.134436666666667
19,	0.9196229090909092,4.099718181818182
2,	12.685278313253013,11.624359036144583
2,	2.5960538695652176,7.041960869565217
2,	5.2606909090909095,1.7675709090909093
20,	12.580852325581395,13.276733720930237
20,	4.815490624999999,6.1919125
20,	0.049290000000000056,4.768739999999999
21,	12.450583720930233,13.522609302325584
21,	6.144513043478261,5.465708695652174
21,	1.2659045263157895,6.199978947368422
22,	12.455033333333333,13.628079310344829
22,	5.238731034482759,6.055500000000003
22,	0.6165656666666667,5.2844999999999995
23,	12.905366666666664,14.084417948717947
23,	4.905399999999999,5.937464705882353
3,	13.037079487179486,11.768924358974365
3,	5.481932142857142,7.9166500000000015
3,	3.1992618181818187,1.9078565000000003
4,	14.873791666666667,9.740108333333332
4,	9.442333333333332,14.248841025641026
4,	3.9494712195121946,4.238501024390244
5,	12.757584523809523,11.86355238095238
5,	3.817853178571429,6.945635714285714
5,	3.8882662499999996,1.3758939375000003
6,	12.722084523809533,11.936026190476191
6,	4.101861785714286,6.994871428571429
6,	3.6770584375000004,1.5427525000000006
7,	12.600014117647063,12.069820000000004
7,	4.124727644444444,6.7519666666666645
7,	3.806164375,1.6271637500000002
8,	14.852297872340426,9.954904255319148
8,	9.664235897435896,14.785230769230767
8,	3.967457380952381,4.75641
9,	12.5146511627907,12.249890697674422
9,	3.853752692307693,6.67253076923077
9,	3.9376587499999998,1.9177199999999999
