0,14.78498913043478,10.019292391304344
0,9.746408024691354,15.294525308641969
0,3.723251108433734,4.875813855421689
1,12.621334138972811,12.462579154078542
1,3.387828436781609,8.245481609195396
1,4.1512972234042556,2.8168340638297877
2,14.74241711229946,10.043401604278072
2,9.652160759493675,15.365689873417717
2,3.7419884275449107,4.9448951676646695
3,14.822469189189192,9.995922162162163
3,9.758148447204974,15.203322981366464
3,3.7761995843373484,4.9170511566265045
4,13.011321562500001,12.5371496875
4,6.316104302325583,8.47021046511628
4,3.2267141415094334,3.507703301886792
5,15.44435031847134,10.134694267515924
5,9.92120642857143,15.319600000000005
5,4.517596347552447,5.00902476223776
